idle, timer, state
4049,45342,3
4263,40941,3
4347,36329,3
4238,31603,3
4133,26990,3
4085,22575,3
3978,18183,3
4000,13890,3
4003,9575,3
3978,5258,3
112,964,2
644,767,3
2961,351901,3
3979,348628,3
2476,344334,3
106,341638,2
985,341311,3
4006,340020,3
3960,335682,3
3991,331402,3
4000,327095,3
3944,322761,3
4018,318547,3
528,314131,3
347,362,3
880,926,3
789,850,3
531,852,3
146,952,2
419,501,3
826,879,3
802,848,3
765,829,3
138,847,2
298,378,2
910,961,3
2815,303610,3
228,300434,2
3871,299958,3
141,295717,2
3850,295330,3
216,291130,2
3907,290654,3
118,286369,2
132,286012,2
257,285691,2
165,189,2
892,934,3
755,835,3
477,846,3
126,932,2
463,503,3
767,800,3
2121,279580,3
303,277083,3
3840,276520,3
200,272315,2
3909,271857,3
122,267568,2
3746,267203,3
178,263102,2
3929,262668,3
192,258388,2
3914,257939,3
248,253627,2
3748,253111,3
140,248982,2
3883,248578,3
220,244319,2
2037,243835,3
529,241556,3
501,792,3
191,901,2
402,406,3
860,894,3
768,816,3
778,820,3
110,818,2
357,418,3
3933,234701,3
190,230416,2
3910,229974,3
208,225699,2
3879,225247,3
208,220996,2
3903,220528,3
149,216280,2
3852,215848,3
210,211613,2
3834,211140,3
293,206938,2
3886,206380,3
258,202114,2
3857,201583,3
206,197364,2
3907,196897,3
204,192628,2
3917,192165,3
269,187870,2
3682,187328,3
211,183271,2
9,182796,1
3899,182740,3
224,178509,2
3887,178026,3
197,173729,2
3855,173265,3
212,169030,2
3882,168562,3
211,164287,2
10,163805,1
3822,163745,3
241,159562,2
3851,159050,3
266,154820,2
3677,154283,3
195,150240,2
9,149784,1
1741,149730,3
91,147745,1
40,147299,1
130,101,2
844,963,3
378,812,3
171,197,2
890,943,3
776,836,3
674,730,3
153,2769,2
93,2312,1
1879,1938,3
1655,138498,3
236,136503,2
233,136018,2
3566,135687,3
185,131744,2
3887,131303,3
236,127057,2
3869,126559,3
227,122312,2
3841,121816,3
224,117595,2
3869,117111,3
207,112904,2
3906,112441,3
230,108158,2
3815,10834,3
155,6640,2
825,6199,3
2704,10078,3
181,6968,2
3886,6527,3
241,2284,2
721,1782,3
752,819,3
1819,10731,3
225,8542,2
2731,8028,3
139,4923,2
253,10549,2
42,9976,1
40,3822,1
3489,3552,3
107,3743,2
3289,3370,3
631,1738,3
9,899,1
679,741,3
3390,10805,3
2004,7036,3
1600,10681,3
107,3829,2
3302,3381,3
169,4421,2
140,3666,2
1130,3041,3
638,1709,3
724,761,3
69,1776,1
370,1507,3
888,947,3
2567,3736,3
325,795,3
221,239,2
3459,9901,3
4400,6103,3
217,1321,2
796,872,3
164,10736,2
139,10218,2
1929,3889,3
534,1631,3
831,889,3
1067,3790,3
1039,2397,3
64,1054,1
921,969,3
3070,7731,3
4240,4298,3
4245,172588,3
4397,167959,3
4375,163198,3
4362,158449,3
4129,153737,3
4351,149234,3
4356,144507,3
4322,139753,3
4407,135073,3
4378,130294,3
4185,125543,3
4181,120983,3
1455,116448,3
2688,3836,3
743,798,3
3122,3763,3
237,272,2
3877,3903,3
4129,102550,3
4404,98050,3
3376,93291,3
58,89492,1
102,89201,2
3744,88481,3
4389,84425,3
4392,79678,3
9,74931,1
4343,74880,3
4382,70189,3
4344,65442,3
3985,60714,3
9,55934,1
3971,55881,3
4359,51556,3
649,46803,3
83,45806,1
2989,45567,3
1650,42232,3
2031,39946,3
3433,37556,3
360,33765,3
4415,33118,3
3951,28353,3
4016,23675,3
4359,19312,3
4287,14597,3
9,9943,1
1712,9888,3
1673,7456,3
4330,5436,3
673,736,3
33,130923,1
3279,130808,3
4205,127175,3
1503,122602,3
74,120741,1
2203,120452,3
4258,117902,3
4384,113295,3
1610,108549,3
1823,106257,3
3867,104055,3
3884,99844,3
3898,95638,3
3905,91424,3
3904,87202,3
3903,82978,3
3890,78758,3
3924,74570,3
3906,70333,3
7,66107,1
3878,66068,3
3902,61887,3
3905,57668,3
3903,53448,3
3905,49228,3
4029,44988,3
4211,40621,3
4341,36005,3
4227,31297,3
4324,26718,3
1229,22009,3
9,20553,1
94,20349,1
1807,19713,3
4322,17571,3
988,12883,3
3055,11693,3
4353,8279,3
3516,3568,3
502,94269,3
4300,93441,3
4320,88786,3
4360,84078,3
4394,79391,3
4123,74601,3
4398,70123,3
4406,65411,3
844,60552,3
2919,59384,3
4247,56093,3
4361,51467,3
4285,46737,3
4353,42082,3
4379,37364,3
4330,32591,3
4204,27893,3
1093,22927,3
86,21485,1
2010,21239,3
3233,18876,3
81,15283,1
232,14966,2
4379,14430,3
4189,9699,3
4370,5145,3
302,411,3
170,163,2
784,834,3
788,852,3
328,851,3
173,202,2
621,937,3
274,399,2
753,796,3
669,744,3
39,849,1
158,648,2
840,897,3
2420,264006,3
4214,261239,3
4340,256677,3
2278,251976,3
1357,249075,3
4382,247355,3
4356,242617,3
4168,237893,3
3797,232941,3
4357,228791,3
4385,224059,3
4245,219323,3
4348,214723,3
4116,210025,3
4299,205553,3
4309,200912,3
10,196228,1
4326,196176,3
1266,191485,3
89,189873,1
2421,189511,3
4356,186747,3
4342,182022,3
4261,177324,3
4163,172708,3
4235,168046,3
4363,163449,3
4365,158720,3
4339,153984,3
4194,149289,3
4352,144738,3
4078,140041,3
4343,135636,3
4351,130945,3
9,126229,1
4267,126174,3
4332,121559,3
4236,116836,3
4198,112235,3
4179,107666,3
4357,103124,3
4374,98413,3
3458,93673,3
462,89950,3
4059,89134,3
4324,84739,3
4113,80074,3
4174,75597,3
4104,71044,3
4363,66538,3
4371,61804,3
4266,57050,3
4387,52410,3
1245,47657,3
41,46137,1
2578,45851,3
4155,42919,3
129,38438,2
4072,38138,3
4301,33724,3
4349,29043,3
4395,24317,3
4365,19541,3
4326,14804,3
3788,10094,3
91,6053,1
4380,5709,3
699,973,3
25,27,1
3338,500038,3
4394,496348,3
1258,491589,3
2694,489930,3
4319,486852,3
4387,482161,3
4195,477422,3
4331,472858,3
4367,468174,3
4403,463444,3
4175,458657,3
4056,454112,3
3993,449733,3
3993,445426,3
3997,441114,3
3989,436802,3
4015,432500,3
3990,428167,3
4010,423862,3
3997,419539,3
3950,415210,3
3992,410944,3
3981,406638,3
3990,402340,3
4024,398035,3
3373,393662,3
48,389904,1
144,389647,2
4124,389190,3
4337,384717,3
4262,380039,3
4227,375424,3
4341,370834,3
4247,366124,3
4403,361509,3
4358,356740,3
4410,352053,3
4147,347237,3
4353,342713,3
4218,337988,3
4382,333390,3
4322,328633,3
4366,323923,3
4280,319170,3
4375,314533,3
4205,309808,3
4133,305216,3
4168,300717,3
3887,295793,3
1189,291522,3
55,290064,1
2633,289822,3
4354,286848,3
4218,282129,3
4352,277539,3
4367,272820,3
4353,268064,3
4251,263344,3
4385,258727,3
4348,253967,3
4132,249217,3
4352,244735,3
4373,240057,3
10,235329,1
4135,235277,3
4230,230817,3
4267,226229,3
4359,221608,3
4317,216882,3
4132,212188,3
4366,207703,3
4332,202958,3
4272,198231,3
3314,193614,3
55,189997,1
394,189770,3
4132,189028,3
4294,184524,3
4364,179898,3
4385,175166,3
4230,170426,3
4363,165829,3
4377,161099,3
4368,156342,3
4345,151598,3
4362,146864,3
4380,142131,3
4273,137375,3
4280,132744,3
4362,128102,3
4394,123366,3
4341,118589,3
4339,113863,3
4183,109153,3
4235,104597,3
4356,99988,3
4337,95228,3
148,90521,2
65,90111,1
3504,89873,3
4251,86040,3
4285,81439,3
4217,76797,3
4182,72198,3
4367,67647,3
4364,62910,3
4257,58158,3
4368,53545,3
2296,48811,3
40,46246,1
1467,45943,3
4229,44177,3
4299,39585,3
4172,34953,3
4252,30457,3
4323,25877,3
4115,21154,3
4209,16682,3
4208,12116,3
4215,7551,3
2899,2966,3
1178,131805,3
4365,130223,3
3127,125481,3
54,122084,1
621,121859,3
4247,120875,3
4058,116259,3
4321,111859,3
4229,107164,3
4358,102565,3
4366,97843,3
4379,93105,3
4306,88357,3
4370,83670,3
4360,78936,3
4235,74182,3
4262,69588,3
4367,64961,3
4263,60212,3
4351,55587,3
4326,50870,3
4206,46172,3
4177,41599,3
4082,37107,3
4000,32717,3
3983,28402,3
1691,24103,3
1998,22106,3
4015,19794,3
2551,15461,3
1251,12721,3
3974,11153,3
1510,6864,3
2276,5153,3
2455,2564,3
1240,94223,3
4003,92678,3
3947,88361,3
4005,84095,3
3996,79773,3
3991,75462,3
4138,71153,3
7,66648,1
830,10874,3
3142,9823,3
1659,6334,3
2286,10356,3
4406,7738,3
2926,2958,3
1023,10698,3
4368,9374,3
4335,43379,3
4091,38653,3
4350,34198,3
4305,29468,3
1817,24794,3
107,22593,2
1750,22310,3
3508,20211,3
174,16279,2
4203,15794,3
4414,11215,3
4254,6448,3
1789,1836,3
705,27797,3
71,26892,1
107,156,2
31,825,1
7,605,1
70,189,1
772,867,3
821,922,3
917,933,3
268,821,2
155,189,2
903,937,3
781,823,3
685,739,3
884,17811,3
1449,16540,3
2373,14707,3
8,12004,1
1858,11954,3
855,9903,3
857,8721,3
4190,7553,3
9,3000,1
2914,2940,3
586,133066,3
4319,132187,3
4201,127486,3
199,122920,2
3808,122525,3
4260,118373,3
4270,113749,3
4339,109111,3
4092,104417,3
4359,99971,3
4357,95255,3
4249,90499,3
4364,85885,3
2479,81146,3
1498,78299,3
4230,76502,3
4187,71903,3
4357,67349,3
9,62635,1
4276,62586,3
4358,57961,3
4244,53230,3
4147,48600,3
4350,44098,3
4219,39373,3
4381,34800,3
4353,30048,3
4219,25347,3
4210,20787,3
4345,16252,3
4267,11529,3
4361,6897,3
2102,2169,3
1726,111641,3
4116,109531,3
4220,105046,3
4289,100427,3
4404,95773,3
393,90999,3
3730,90356,3
4214,86249,3
4383,81684,3
4348,76945,3
4379,72236,3
4203,10858,3
4339,6300,3
538,1602,3
759,825,3
2553,10789,3
2517,7850,3
9,10003,1
1354,9951,3
2120,8310,3
91,5929,1
1451,5399,3
120,3614,2
3110,3174,3
430,10720,3
90,9965,1
3934,9598,3
108,5305,2
105,4865,2
3544,10508,3
102,6582,2
3932,6190,3
121,1878,2
408,1474,3
757,824,3
2228,10741,3
128,8143,2
2694,7690,3
790,10684,3
135,9596,2
3755,9126,3
9,5001,1
4108,4950,3
384,492,3
3690,6396,3
668,2340,3
534,1444,3
90,644,1
480,531,3
1673,9181,3
4253,7154,3
2476,2543,3
1330,10654,3
4137,9022,3
4225,183589,3
4370,178941,3
4394,174195,3
4286,169418,3
4286,164773,3
4344,160134,3
4348,155424,3
4360,150712,3
4280,145978,3
4366,141344,3
4106,136624,3
4250,132173,3
4335,127584,3
4296,122878,3
4403,118224,3
4380,113456,3
4343,108703,3
4225,103975,3
4346,99411,3
4310,94712,3
9,90025,1
3808,89824,3
4050,85752,3
3989,81397,3
3975,77091,3
4018,72852,3
4015,68529,3
3995,64199,3
3978,59889,3
3996,55596,3
3996,51285,3
4017,46958,3
3518,42637,3
199,38843,2
4036,38375,3
4016,34009,3
4010,29683,3
4336,25320,3
4369,20655,3
4407,15905,3
4114,11148,3
4250,6669,3
1874,2011,3
148,300575,2
61,300065,1
1065,299744,3
1246,298311,3
2460,296441,3
106,293630,2
2367,293221,3
9,290497,1
922,290345,3
124,289123,2
3908,288652,3
78,284382,1
4007,284062,3
120,279654,2
3906,279230,3
85,274972,1
3967,274595,3
108,270270,2
3973,269861,3
123,265537,2
3961,265107,3
56,260746,1
3762,260439,3
115,256372,2
3955,255972,3
108,251663,2
3966,251267,3
134,246924,2
3867,246451,3
84,242220,1
3919,241848,3
121,237563,2
2070,237138,3
1299,234658,3
98,233004,1
3918,232620,3
106,228316,2
3904,227903,3
122,223654,2
3937,223241,3
127,218952,2
3948,218518,3
113,214202,2
3863,213745,3
99,209563,1
3944,209178,3
130,204857,2
3898,204392,3
117,200115,2
3872,199623,3
4362,195370,3
4162,190475,3
4252,185923,3
4113,181326,3
10,176831,1
4255,176776,3
4316,172163,3
4327,167520,3
4167,162834,3
4328,158273,3
4353,153596,3
4145,148865,3
4380,144402,3
4375,139656,3
4270,134905,3
4341,130268,3
4349,125586,3
4320,120898,3
4185,116203,3
4201,111642,3
4342,107084,3
4374,102397,3
4124,97655,3
2348,93177,3
1593,90440,3
4190,88502,3
4260,83994,3
4294,79376,3
947,74691,3
3137,73513,3
4390,70005,3
4352,65238,3
4360,60565,3
4277,55867,3
4161,51207,3
3862,46270,3
4351,42046,3
4329,37326,3
4227,32643,3
4331,28069,3
4187,23437,3
4389,18888,3
3805,13651,3
4351,9464,3
4149,4705,3
172,218,2
4047,132572,3
4363,128200,3
46,123491,1
37,123316,1
3837,123156,3
4343,118973,3
3696,113854,3
4359,109794,3
4353,105068,3
4122,100332,3
4364,95854,3
4323,91119,3
4275,86408,3
4243,81778,3
4406,77206,3
4165,72389,3
4342,67861,3
4401,63182,3
4197,58380,3
4283,53819,3
4235,49175,3
4298,44567,3
4365,39904,3
4342,35188,3
10,30478,1
4325,30425,3
2215,25735,3
1584,23111,3
4128,21179,3
2991,16733,3
1086,13550,3
4289,12109,3
4286,7425,3
2712,2777,3
1299,145271,3
4397,143653,3
4222,138856,3
4212,134266,3
4303,129732,3
4198,125056,3
4163,120493,3
2058,115952,3
1438,113385,3
7,111666,1
3829,111526,3
3894,107392,3
3882,103174,3
1283,98953,3
2247,97317,3
3881,94756,3
3885,90554,3
262,86347,2
3438,85887,3
570,82144,3
2952,81198,3
2677,77920,3
735,74734,3
3807,73605,3
426,69493,3
39,68756,1
2995,68576,3
5,65320,1
3811,65203,3
3890,61086,3
4019,56876,3
1454,52472,3
1548,50805,3
568,48712,3
4351,47826,3
4347,43116,3
4367,38388,3
4343,33654,3
4285,28938,3
4351,24285,3
2753,19556,3
1054,16247,3
4365,14814,3
4411,10064,3
4366,5283,3
161,121,2
3574,147376,3
4422,143425,3
4291,138654,3
1859,134001,3
1891,131526,3
4439,129326,3
4288,124497,3
3249,119840,3
135,116201,2
201,115832,2
4127,115375,3
4349,110906,3
4208,106196,3
1902,101638,3
2013,99327,3
4338,96969,3
4380,92275,3
4047,87460,3
4237,83033,3
4374,78417,3
4415,73687,3
4386,68893,3
3755,64140,3
193,10526,2
59,10045,1
4141,9963,3
4170,5481,3
495,549,3
3066,10777,3
2353,7356,3
1657,10659,3
4367,8635,3
3828,3879,3
119,10712,2
4400,10295,3
120,5541,2
2849,10134,3
210,7046,2
81,326,1
121,86,2
111,957,2
530,588,3
788,837,3
768,826,3
785,839,3
193,640,2
198,198,2
821,889,3
134,10588,2
1862,10221,3
9,8006,1
142,7956,2
2839,7516,3
629,9916,3
247,8986,2
3885,8477,3
207,4237,2
3702,3771,3
37,267,1
117,930,2
353,387,3
859,908,3
778,852,3
782,855,3
65,854,1
191,518,2
95,91,1
938,979,3
688,751,3
711,770,3
650,851,3
144,802,2
394,418,3
3295,6917,3
147,3258,2
797,2851,3
752,1818,3
768,835,3
720,10710,3
246,9669,2
3818,9162,3
116,50895,2
3405,50556,3
40,46878,1
8,46459,1
177,199,2
882,931,3
775,834,3
741,836,3
585,895,3
153,956,2
445,502,3
3000,40746,3
218,37380,2
3820,36860,3
209,32664,2
3882,32192,3
9,27943,1
196,27892,2
3705,27449,3
207,23370,2
3862,22867,3
240,18682,2
3905,18193,3
200,13879,2
3722,13413,3
220,9323,2
3843,8840,3
274,4669,2
3874,4143,3
196,58932,2
3713,58473,3
207,54386,2
3851,53907,3
248,49673,2
879,930,3
698,754,3
769,829,3
508,837,3
141,945,2
513,565,3
753,816,3
775,837,3
774,838,3
125,838,2
298,389,2
894,943,3
2795,38811,3
218,35652,2
3846,35181,3
198,30919,2
3716,30462,3
228,26366,2
3856,25868,3
145,21632,2
3855,21205,3
134,16939,2
3879,16564,3
202,12326,2
796,11865,3
2872,10835,3
217,7599,2
3887,7116,3
250,2836,2
262,2322,2
748,1828,3
783,859,3
1153,574399,3
263,572939,2
3486,572353,3
439,484,3
747,808,3
774,832,3
777,834,3
228,833,2
219,253,2
833,877,3
772,834,3
1831,561425,3
204,559232,2
3901,558769,3
242,554485,2
3852,553973,3
271,549745,2
3854,549203,3
251,544966,2
3841,544451,3
213,540244,2
3853,539765,3
236,535524,2
3762,535033,3
115,530921,2
3897,530577,3
224,526314,2
1162,525825,3
41,524396,1
218,524141,2
692,740,3
410,809,3
39,40,1
121,970,2
506,592,3
821,880,3
777,850,3
691,749,3
93,517501,1
250,517140,2
3869,516598,3
261,512408,2
3881,511894,3
161,507607,2
3871,507184,3
262,502939,2
3761,502408,3
120,498269,2
3869,497908,3
195,493627,2
3884,493172,3
257,488924,2
3737,488401,3
222,484285,2
3877,483794,3
235,479528,2
3885,479038,3
221,474785,2
3890,474300,3
209,470024,2
3702,469550,3
144,465494,2
3903,465093,3
151,460828,2
3891,460408,3
141,456137,2
3702,455733,3
8,451679,1
47,451636,1
3785,451505,3
62,447434,1
3805,447234,3
41,443112,1
3807,442944,3
40,438820,1
3788,438631,3
41,434525,1
3425,434354,3
42,430695,1
76,430305,1
3648,429982,3
1281,426026,3
35,424508,1
51,424368,1
2057,424096,3
51,421730,1
3750,421498,3
97,417485,1
3715,417214,3
62,413184,1
3773,412973,3
40,408886,1
3808,408718,3
58,404586,1
3759,404385,3
63,400310,1
3798,400097,3
40,395983,1
3415,395814,3
28,243,1
130,110,2
5,975,1
887,931,3
791,852,3
789,851,3
812,856,3
128,668,2
317,316,3
875,920,3
755,855,3
848,902,3
259,774,2
171,254,2
3982,382630,3
228,378284,2
3742,377788,3
204,373635,2
3705,373165,3
118,369077,2
245,368702,2
246,270,2
872,925,3
773,836,3
671,834,3
303,771,3
138,168,2
893,932,3
2451,362489,3
9,359677,1
123,359628,2
3782,359288,3
216,355143,2
3895,354610,3
281,350353,2
3830,349814,3
125,345606,2
3783,345253,3
191,341120,2
3894,340639,3
223,336422,2
3900,335947,3
10,331681,1
188,331629,2
3767,331193,3
221,327059,2
1908,326570,3
42,324396,1
285,324171,2
551,649,3
209,774,2
254,248,2
824,857,3
720,817,3
848,893,3
203,836,2
229,278,2
3980,317564,3
199,313245,2
3908,312791,3
167,308535,2
3898,308114,3
108,303881,2
3924,303560,3
199,299287,2
3871,298835,3
214,294600,2
3713,294134,3
179,290063,2
3888,289603,3
290,285368,2
3816,284822,3
171,280629,2
3909,280207,3
254,275949,2
3832,275441,3
194,271261,2
3893,270814,3
145,266553,2
3812,266167,3
196,262005,2
3916,261554,3
193,257289,2
3892,256842,3
208,252584,2
3894,252124,3
206,247882,2
3911,247421,3
210,243163,2
3697,242698,3
117,238625,2
3892,238288,3
192,234047,2
3759,233599,3
191,229487,2
3892,229042,3
134,224800,2
323,224276,3
668,762,3
736,797,3
771,835,3
98,849,1
242,453,2
794,851,3
760,820,3
1749,217499,3
236,215416,2
3882,214926,3
150,210621,2
3686,210207,3
123,206157,2
3874,205793,3
144,201530,2
3778,201127,3
248,196982,2
3874,196469,3
220,192218,2
3864,191728,3
244,187482,2
3874,186970,3
252,182729,2
1277,182192,3
59,180653,1
8,180277,1
286,309,2
881,930,3
91,836,1
231,448,2
835,877,3
760,821,3
685,739,3
590,174486,3
262,173558,2
3633,172981,3
127,168979,2
604,664,3
748,811,3
690,764,3
661,836,3
260,866,2
229,227,2
849,901,3
2343,162497,3
225,159780,2
3917,159269,3
273,154973,2
3827,154431,3
226,150225,2
3846,149701,3
212,145480,2
3730,145005,3
162,140920,2
3871,140495,3
216,136251,2
3848,135772,3
261,131530,2
3888,131021,3
251,126764,2
1539,126250,3
56,124441,1
233,124222,2
724,776,3
102,814,2
347,453,3
217,895,2
278,302,2
898,934,3
761,837,3
538,755,3
223,117575,2
3770,117099,3
184,112980,2
3759,112545,3
199,108412,2
3886,107952,3
222,103700,2
3883,103213,3
252,98964,2
3869,98447,3
229,94201,2
3842,93703,3
226,89490,2
3895,89008,3
141,84734,2
3894,84332,3
228,80060,2
3833,79554,3
226,75339,2
3887,74859,3
233,70578,2
3896,70091,3
271,65819,2
3854,65279,3
220,61048,2
3861,60554,3
199,56333,2
3885,55877,3
118,51602,2
3909,51256,3
200,46989,2
3915,46531,3
109,42262,2
3780,41935,3
167,37803,2
3854,37376,3
207,33156,2
9,32686,1
3839,32630,3
231,28438,2
3288,27943,3
38,24376,1
71,24198,1
78,23912,1
728,781,3
748,811,3
771,834,3
769,834,3
9,862,1
172,664,2
235,256,2
861,910,3
773,17499,3
1441,16494,3
9,14686,1
111,14512,2
3708,14192,3
212,10113,2
3822,9607,3
268,5414,2
3730,4886,3
78,790,1
96,104900,1
3883,104604,3
218,100354,2
3882,99868,3
216,95619,2
3894,95138,3
211,90858,2
3906,90391,3
261,86118,2
3717,85591,3
202,81509,2
9,81019,1
3788,80967,3
196,76833,2
3387,76381,3
59,341,1
195,165,2
906,948,3
765,829,3
775,840,3
659,841,3
237,818,2
318,344,3
898,931,3
755,819,3
781,840,3
321,766,3
138,161,2
34,62925,1
3761,62784,3
171,58712,2
186,58277,2
2880,57538,3
164,54333,2
3840,53945,3
142,3812,2
3360,3481,3
216,3910,2
140,3415,2
2993,3094,3
663,3889,3
90,2952,1
2633,2733,3
921,3872,3
190,2711,2
229,2331,2
678,1932,3
65,834,1
388,391,3
30,906,1
726,826,3
490,938,3
169,190,2
36,957,1
575,700,3
836,962,3
812,912,3
29,2935,1
239,2725,2
195,2179,2
39,1914,1
161,1738,2
224,1326,2
37,939,1
726,26843,3
2430,25948,3
150,23250,2
3862,22906,3
142,18765,2
3796,18434,3
144,14362,2
3870,14025,3
465,953,3
91,79,1
853,973,3
113,947,2
96,640,1
389,411,3
835,960,3
869,961,3
502,590,3
262,1861,2
204,1339,2
833,926,3
511,2593,3
7,1911,1
779,62857,3
633,61905,3
842,60929,3
821,59906,3
773,58853,3
818,57907,3
708,56786,3
824,55906,3
820,54909,3
768,53860,3
100,52851,2
428,52545,3
3400,51930,3
4006,48224,3
3944,43885,3
3971,39628,3
3973,35340,3
4005,31051,3
3978,26732,3
3975,22438,3
160,18148,2
3629,17778,3
62,13838,1
3780,13627,3
42,9526,1
82,9356,1
847,886,3
773,816,3
788,831,3
332,837,3
159,192,2
843,874,3
704,817,3
850,911,3
737,859,3
173,793,2
376,402,3
1722,3560,3
616,1659,3
330,834,3
171,194,2
5,50672,1
734,50642,3
7,49564,1
5,49484,1
4,49451,1
26,49430,1
6,49318,1
133,49219,2
8,49057,1
25,49038,1
13,49004,1
7,48988,1
26,48970,1
24,48935,1
24,48902,1
26,48867,1
24,48832,1
26,48797,1
24,48763,1
26,48728,1
24,48693,1
24,48660,1
24,48627,1
24,48593,1
24,48560,1
24,48527,1
24,48494,1
24,48461,1
26,48426,1
24,48391,1
26,48357,1
24,48321,1
25,48288,1
27,48253,1
26,48217,1
26,48181,1
26,48146,1
24,48109,1
24,48076,1
25,48043,1
12,48009,1
11,47994,1
25,47972,1
24,47937,1
57,47904,1
25,47743,1
6,47708,1
64,47567,1
8,47409,1
5,47390,1
25,47381,1
8,47345,1
5,47327,1
5,47318,1
158,47141,2
122,46966,2
93,46790,1
5,46684,1
63,46613,1
3771,46406,3
4349,42334,3
4342,37643,3
4368,32925,3
4217,28186,3
4228,23582,3
4357,18964,3
4405,14233,3
338,9448,3
3835,8899,3
4423,4725,3
3870,3920,3
1947,2048,3
156,768511,2
4074,768031,3
4382,763625,3
4341,758888,3
4226,754145,3
4346,749552,3
4239,744857,3
4113,740266,3
4390,735784,3
4324,730970,3
1148,726269,3
42,724852,1
2693,724639,3
4343,721586,3
4367,716874,3
4184,712135,3
4225,707634,3
4325,703010,3
4400,698318,3
4380,693544,3
4365,688813,3
9,684090,1
2764,684037,3
39,681015,1
636,680634,3
4124,679680,3
4113,675196,3
4280,670722,3
4158,666045,3
4256,661522,3
4215,656898,3
4398,652309,3
4382,647545,3
4167,642807,3
4243,638307,3
4245,633738,3
3986,629122,3
35,624720,1
4280,624515,3
4134,619879,3
4340,615373,3
4245,610657,3
4107,606025,3
4373,601604,3
4354,596862,3
1111,592139,3
2826,590786,3
4351,587590,3
4215,582868,3
4386,578282,3
4041,573542,3
4160,569138,3
4297,564621,3
4065,559943,3
4366,555524,3
4359,550814,3
9,546098,1
4352,546044,3
4303,541356,3
4220,536685,3
10,532089,1
4326,532034,3
2260,527356,3
34,524729,1
1492,524503,3
4284,522658,3
4106,517988,3
4358,513510,3
4301,508824,3
4217,504168,3
4335,499590,3
4210,494893,3
4392,490314,3
4348,485551,3
4370,480845,3
4264,476132,3
4365,471501,3
4351,466763,3
4087,462016,3
4334,457559,3
4264,452872,3
4397,448253,3
4393,443466,3
4357,438699,3
2676,433952,3
40,431008,1
885,430665,3
4303,429393,3
4214,424712,3
4288,420149,3
4226,415503,3
4214,410888,3
4310,406314,3
4348,401638,3
4226,396928,3
4362,392338,3
4093,387633,3
3991,383217,3
3941,378906,3
3994,374649,3
4006,370337,3
4008,365998,3
4000,361683,3
3980,357367,3
3978,353049,3
3992,348756,3
3997,344446,3
4000,340133,3
3990,335818,3
3986,331514,3
2117,327211,3
38,324850,1
1740,324713,3
4177,322645,3
9,318106,1
4048,318053,3
4251,313695,3
4265,309053,3
4340,304427,3
4336,299715,3
4195,294997,3
4351,290436,3
4178,285708,3
4259,281144,3
4349,276512,3
4250,271841,3
4385,267226,3
4387,262464,3
4349,257694,3
4203,252944,3
4226,248375,3
4226,243826,3
4315,239246,3
4356,234565,3
4350,229841,3
44,225113,1
51,224924,1
3753,224706,3
4142,220603,3
9,216097,1
4122,216046,3
4385,211540,3
4393,206824,3
4052,10888,3
4325,6445,3
1719,1779,3
2315,10732,3
2674,8040,3
11,10015,1
1152,9955,3
2285,8491,3
40,5930,1
1198,5586,3
