idle, timer, state
4352,138278,3
4098,133536,3
3232,129079,3
889,125596,3
1515,124367,3
2470,122652,3
973,119816,3
2965,118640,3
4203,115389,3
1190,110895,3
2842,16042,3
4165,12963,3
4122,8579,3
1914,4218,3
1806,1991,3
58,84814,1
267,3918,2
39,257,1
36,139,1
41,868,1
36,746,1
496,615,3
831,922,3
805,911,3
705,796,3
799,900,3
755,846,3
794,901,3
106,913,2
441,545,3
800,906,3
795,905,3
1249,73631,3
3900,72062,3
3911,67847,3
3916,63611,3
3888,59390,3
3256,55185,3
232,51507,2
3958,50996,3
44,46704,1
3774,3859,3
1891,42498,3
39,40169,1
177,195,2
857,950,3
95,895,1
90,581,1
287,308,2
850,946,3
801,911,3
813,917,3
283,913,2
81,321,1
136,160,2
3539,33671,3
54,29827,1
323,29682,3
276,302,2
910,941,3
791,838,3
742,839,3
9,891,1
164,684,2
204,234,2
900,933,3
2427,23540,3
203,20760,2
3793,20299,3
183,16162,2
3822,15678,3
145,11504,2
342,11115,3
3328,10528,3
254,6829,2
2462,6309,3
1065,3622,3
217,2194,2
920,1685,3
496,539,3
1887,499963,3
231,497738,2
1263,497252,3
337,495564,3
655,689,3
315,786,3
136,124,2
139,971,2
511,555,3
772,819,3
781,824,3
693,734,3
40,488808,1
160,488588,2
3903,488178,3
182,483889,2
3709,483456,3
192,479381,2
3909,478929,3
271,474662,2
3680,474127,3
230,470082,2
3902,469592,3
198,465331,2
3901,464870,3
210,460605,2
3871,460131,3
162,455864,2
3887,455446,3
208,451184,2
3842,450715,3
209,446485,2
9,446009,1
3858,445955,3
242,441757,2
3757,441260,3
212,437125,2
3925,436660,3
186,432391,2
3882,431933,3
231,427664,2
3865,427162,3
156,422896,2
3857,422473,3
231,418238,2
3877,417735,3
231,413480,2
3814,412943,3
231,408753,2
3877,408250,3
208,403962,2
3855,403487,3
258,399256,2
2715,398726,3
39,395742,1
317,395529,3
9,542,1
424,469,3
735,798,3
772,835,3
770,834,3
210,838,2
164,292,2
47,16,1
915,961,3
2736,388824,3
158,385750,2
2242,385339,3
1440,382877,3
131,381077,2
3882,380701,3
220,376441,2
3863,375917,3
249,371732,2
3749,371228,3
255,367110,2
3882,366590,3
210,362340,2
3792,361865,3
146,357720,2
3828,357318,3
260,353106,2
3879,352581,3
219,348336,2
3883,347853,3
266,343595,2
2357,343068,3
40,340186,1
492,850,3
102,87,2
113,969,2
545,606,3
773,836,3
701,761,3
730,840,3
90,903,1
218,527,2
59,46,1
921,970,3
2657,332814,3
140,329797,2
3762,329399,3
253,325266,2
3829,324727,3
198,320538,2
3842,320056,3
171,315833,2
3793,315393,3
241,311221,2
3899,310706,3
174,306436,2
3753,305956,3
50,301682,1
193,221,2
776,885,3
816,926,3
823,934,3
308,890,3
214,347,2
48,42,1
160,986,2
609,659,3
57,295662,1
40,295515,1
36,295417,1
6,295245,1
33,295221,1
56,295133,1
181,294997,2
43,294622,1
44,294485,1
28,294379,1
28,294304,1
29,294230,1
29,294154,1
28,294076,1
47,294001,1
35,293889,1
29,293800,1
27,293725,1
12,293652,1
14,293613,1
14,293574,1
14,293534,1
13,293495,1
14,293456,1
14,293418,1
13,293378,1
14,293339,1
14,293300,1
12,293261,1
14,293225,1
14,293185,1
13,293146,1
35,292950,1
35,292911,1
36,292873,1
36,292834,1
34,292794,1
29,292676,1
35,292643,1
37,292605,1
44,292565,1
135,292518,2
104,292380,2
14,292272,1
27,292254,1
20,292224,1
15,292200,1
32,292181,1
104,292147,2
14,292038,1
29,292021,1
251,291989,2
3,291721,1
34,50666,1
614,50587,3
22,49811,1
14,49752,1
581,49716,3
999,48933,3
120,47736,2
3916,47413,3
148,43167,2
3979,42786,3
167,38481,2
3891,38067,3
171,33838,2
3913,33422,3
130,29189,2
3898,28831,3
177,24602,2
3902,24179,3
276,19919,2
3639,19397,3
116,15435,2
3914,15103,3
96,10853,1
506,10565,3
2862,9696,3
167,6503,2
3902,6089,3
176,1853,2
379,1441,3
755,832,3
764,1841,3
773,850,3
76,2309,1
1997,2062,3
1251,2395,3
206,863,2
396,423,3
2429,2484,3
180,229395,2
3874,228952,3
188,224764,2
3917,224340,3
196,220088,2
3911,219647,3
4330,215404,3
4401,210747,3
4283,205956,3
4350,201294,3
586,196569,3
3389,195615,3
4269,191842,3
4296,187196,3
4355,182523,3
4340,177796,3
4387,173086,3
4362,168331,3
4339,163598,3
4395,158854,3
4261,154099,3
4338,149473,3
4167,144764,3
4224,140234,3
4336,135629,3
4262,130918,3
4358,126271,3
4349,121538,3
4270,116800,3
4389,112148,3
4362,107388,3
4303,102660,3
1985,97956,3
69,95709,1
1538,95405,3
4380,93566,3
4280,88796,3
4289,84153,3
4213,79507,3
4054,74914,3
3982,70530,3
3986,66228,3
4047,61922,3
3996,57570,3
1044,53258,3
37,51979,1
433,512,3
723,813,3
636,896,3
65,1,1
34,971,1
658,750,3
807,902,3
723,814,3
878,2895,3
62,1699,1
401,1497,3
805,902,3
2132,42847,3
41,40397,1
3809,40227,3
40,36100,1
3809,35933,3
61,31802,1
3780,31592,3
40,27495,1
3814,27326,3
40,23194,1
3812,23024,3
63,18886,1
3785,18681,3
62,14580,1
2242,14368,3
622,678,3
242,792,2
258,288,2
802,848,3
795,858,3
795,857,3
623,734,3
180,2821,2
2358,2402,3
1281,2698,3
85,1117,1
30,953,1
783,853,3
2831,53728,3
234,50503,2
91,50031,1
28,49755,1
219,49611,2
884,920,3
704,743,3
657,826,3
204,829,2
292,312,2
28,941,1
795,844,3
2184,43826,3
124,41306,2
3909,40952,3
255,36723,2
3745,36212,3
265,32087,2
3841,31550,3
325,27330,3
3758,26730,3
95,22530,1
3888,22226,3
195,17932,2
3721,17473,3
213,13381,2
831,12896,3
2812,11821,3
212,8640,2
1587,8160,3
1818,6120,3
192,3918,2
3411,3473,3
48,275794,1
224,275551,2
9,275070,1
3893,275016,3
110,270806,2
202,270486,2
645,701,3
711,751,3
757,815,3
193,832,2
37,300,1
125,157,2
869,914,3
762,823,3
1799,263888,3
186,261735,2
3902,261291,3
174,256976,2
3752,256538,3
214,252415,2
1829,251934,3
1656,249702,3
212,247681,2
3877,247205,3
150,242931,2
3889,242518,3
224,238260,2
3913,237768,3
214,233483,2
3836,232964,3
247,228765,2
2208,228255,3
260,225585,2
196,704,2
186,219,2
68,904,1
600,655,3
773,850,3
767,846,3
778,852,3
42,760,1
179,529,2
120,108,2
924,969,3
610,753,3
892,939,3
483,837,3
37,3,1
110,215009,2
3771,214693,3
204,210550,2
9,210078,1
3842,210019,3
248,205817,2
3828,205296,3
280,201115,2
3839,200572,3
262,196352,2
3804,195816,3
227,191631,2
3854,191132,3
225,186890,2
3848,186391,3
266,182162,2
3860,181622,3
199,177398,2
3880,176938,3
195,172696,2
3752,172240,3
151,168118,2
3864,167694,3
223,163447,2
3834,162944,3
221,158730,2
3848,158236,3
130,153953,2
3847,153573,3
266,149345,2
3810,148805,3
226,144614,2
3835,144116,3
230,139896,2
3176,139407,3
115,135718,2
234,135270,2
2506,134763,3
41,131988,1
8,131573,1
183,206,2
38,928,1
168,745,2
306,326,3
879,931,3
771,834,3
776,835,3
269,764,2
158,193,2
8,125989,1
62,125837,1
224,125638,2
49,125107,1
3100,125036,3
225,121588,2
1076,121006,3
2109,119359,3
109,116869,2
3746,116539,3
212,112423,2
3734,3848,3
198,3696,2
3162,3233,3
227,3640,2
291,3097,2
2442,2527,3
1064,12132,3
292,10744,2
3839,10184,3
214,5975,2
3881,5492,3
230,1235,2
261,735,2
211,240,2
76,16029,1
2328,15398,3
278,12730,2
3688,12164,3
226,8094,2
3808,7561,3
245,3375,2
2773,2857,3
65,15987,1
7,15399,1
163,15291,2
570,618,3
679,742,3
770,851,3
724,850,3
290,787,2
175,204,2
875,928,3
2438,8749,3
209,5947,2
3833,5476,3
226,1264,2
686,747,3
72,16029,1
2232,15453,3
187,12859,2
3880,12392,3
219,8129,2
3883,7658,3
248,3410,2
2812,2881,3
654,15990,3
250,15026,2
3876,14501,3
211,10255,2
3873,9778,3
140,5502,2
1541,5108,3
41,3303,1
269,3108,2
633,690,3
42,796,1
314,595,3
490,550,3
71,124,1
708,757,3
778,852,3
552,741,3
159,2852,2
384,2446,3
709,1770,3
771,834,3
785,9600,3
91,3700,1
233,3362,2
806,2865,3
771,1834,3
704,763,3
826,3789,3
205,2602,2
108,2133,2
878,1932,3
758,824,3
548,610,3
582,5901,3
243,4993,2
3890,4489,3
131,229,2
93,10116,1
701,9823,3
2824,3683,3
212,485,2
41,22,1
915,960,3
2653,3781,3
221,757,2
259,286,2
71,71,1
87,16036,1
2769,15466,3
127,12277,2
3900,11915,3
203,7654,2
3883,7187,3
225,2939,2
74,2427,1
2171,2244,3
45,15966,1
572,15433,3
177,14535,2
3804,14021,3
248,9870,2
3880,9337,3
227,5076,2
3839,4545,3
286,332,2
46,127534,1
3633,127225,3
151,123196,2
3897,122781,3
224,118506,2
3911,118022,3
226,113741,2
1914,113207,3
1557,110937,3
219,109006,2
3877,108505,3
189,104230,2
3881,103779,3
247,99523,2
2751,98987,3
41,95966,1
294,95759,2
403,450,3
716,777,3
772,836,3
775,838,3
208,825,2
213,262,2
824,871,3
779,839,3
693,748,3
726,833,3
232,729,2
274,261,2
3392,85127,3
138,81373,2
2075,80979,3
196,78555,2
1094,3871,3
267,2470,2
852,1926,3
702,778,3
1724,74046,3
292,71988,2
3849,71435,3
194,67168,2
3854,66704,3
244,62488,2
3898,61984,3
217,57711,2
3863,57194,3
242,53000,2
88,52503,1
46,52218,1
310,51626,3
2519,3870,3
824,941,3
794,3882,3
2147,2760,3
226,262,2
4023,43174,3
4328,38793,3
4105,34114,3
197,29543,2
815,10882,3
2586,9847,3
1711,6854,3
2010,10786,3
3970,8453,3
2642,4166,3
208,1235,2
786,955,3
4001,12121,3
3979,7814,3
3416,3513,3
295,264559,2
1686,263972,3
1054,262077,3
41,260803,1
634,260670,3
3610,3719,3
125,3833,2
3348,3463,3
378,251827,3
114,251178,2
3687,3860,3
746,246846,3
2952,245795,3
3977,242538,3
3978,238243,3
3991,233934,3
48,229680,1
3721,229362,3
4248,225289,3
4368,220682,3
2410,215925,3
1644,213180,3
4417,211256,3
4333,206475,3
4337,201766,3
4311,197053,3
4380,192376,3
4358,187614,3
1920,182855,3
2045,180584,3
4385,178182,3
4357,173429,3
4170,168760,3
3280,164237,3
41,160708,1
379,160527,3
4032,159783,3
361,155368,3
3761,154771,3
2450,150707,3
8,147906,1
1349,147740,3
4310,146096,3
4376,141414,3
4352,136665,3
4239,131757,3
4394,127141,3
4386,122361,3
1726,117602,3
2176,115526,3
4352,112939,3
4325,108213,3
3838,103573,3
86,99421,1
4350,99100,3
4367,94395,3
4360,89655,3
1372,84897,3
2767,83287,3
4399,80154,3
4234,75387,3
3546,70777,3
109,66697,2
4259,66317,3
744,61732,3
3119,60611,3
4289,57132,3
1617,52492,3
2396,50546,3
4345,47768,3
4314,43053,3
3800,38365,3
293,34322,2
4349,33657,3
4292,28900,3
4245,24245,3
1425,19665,3
2175,17473,3
4144,14893,3
4353,10380,3
3738,5655,3
151,1535,2
106,1132,2
853,936,3
2800,235012,3
4351,231842,3
4247,227120,3
1441,222493,3
2617,220810,3
4350,217818,3
4342,213089,3
3619,208351,3
314,204350,3
4302,203714,3
2618,199042,3
41,196143,1
1146,195971,3
9,194470,1
4078,194418,3
1512,10489,3
2217,8619,3
4152,6042,3
452,1541,3
813,874,3
2600,10786,3
2728,7793,3
943,10758,3
4357,9349,3
4349,4638,3
4367,162349,3
1543,157628,3
2617,155851,3
4355,152885,3
4399,148190,3
3449,143396,3
374,139613,3
4298,138880,3
4224,134227,3
4361,129645,3
1319,124934,3
2781,123365,3
4358,120210,3
10,115467,1
4252,115412,3
3482,110800,3
430,106956,3
4371,106171,3
4322,101399,3
223,96700,2
44,96207,1
3679,96018,3
840,91962,3
3149,90774,3
4300,87267,3
4268,82600,3
3162,77953,3
830,74418,3
4307,73242,3
4292,68555,3
4359,63884,3
678,59175,3
3284,58154,3
1890,54510,3
40,52342,1
1717,51998,3
4324,49909,3
3025,45212,3
1139,41956,3
10,40454,1
4325,40382,3
4385,35699,3
4345,30927,3
269,26189,2
3629,25555,3
4393,21560,3
4400,16799,3
2419,12026,3
1556,9369,3
4004,7417,3
3037,3139,3
691,500013,3
2437,499050,3
37,496368,1
1206,496231,3
1168,494714,3
2555,493257,3
4003,490405,3
3985,486089,3
3986,481782,3
180,477478,2
3533,477008,3
3974,473158,3
3980,468867,3
3505,464556,3
94,460772,1
72,460544,1
3989,460246,3
3994,455937,3
3984,451609,3
2489,447312,3
1323,444598,3
4356,442928,3
4166,438230,3
4317,433746,3
506,429079,3
3536,428230,3
4398,424334,3
4283,419541,3
197,414900,2
2120,414453,3
1471,411981,3
4375,410151,3
4378,405408,3
4070,400656,3
48,16031,1
3832,15712,3
4164,11477,3
4359,6957,3
2207,2250,3
1630,15964,3
4215,13964,3
4433,9380,3
4392,4591,3
58,16028,1
3754,15545,3
4393,11428,3
4383,6667,3
1793,1912,3
2070,15942,3
4433,13514,3
4378,8719,3
3880,3959,3
8,15832,1
4324,15718,3
4362,11020,3
4380,6288,3
1407,1481,3
2322,15827,3
4352,13133,3
4317,8393,3
35,3662,1
3298,3358,3
75,15866,1
1468,15605,3
2590,13895,3
4264,10965,3
4334,6347,3
1521,1637,3
2390,15832,3
4375,13109,3
9,8387,1
4329,8336,3
3590,3660,3
354,15963,3
4414,15311,3
4347,10529,3
4171,5817,3
568,1305,3
447,515,3
2724,15917,3
4320,12812,3
4309,8133,3
3362,3428,3
419,15880,3
4375,15146,3
4243,10414,3
4333,5804,3
757,1091,3
96,99,1
55,16031,1
2879,15731,3
4396,12481,3
4363,7702,3
2898,2965,3
972,15858,3
2891,14544,3
1118,11399,3
4338,9917,3
4243,5227,3
483,593,3
3418,15837,3
4326,12069,3
4337,7376,3
2594,2657,3
1365,15953,3
4307,14261,3
4363,9585,3
4336,4873,3
30,169,1
119,116,2
64,16036,1
3760,15719,3
4264,11585,3
4356,6960,3
2128,2195,3
1657,15865,3
4361,13846,3
4293,9129,3
4343,4447,3
162,119818,2
4019,119568,3
4385,115192,3
4344,110425,3
1959,105700,3
1997,103479,3
4275,101121,3
4096,96403,3
4340,91967,3
4008,87177,3
4324,82810,3
4426,78117,3
2023,73312,3
2125,71044,3
4380,68530,3
4403,63785,3
3915,59017,3
58,54703,1
1686,54471,3
242,52536,2
1817,52074,3
4329,49907,3
4163,45202,3
1891,40653,3
1854,38358,3
4341,36147,3
4364,31444,3
4213,26703,3
4202,21954,3
4353,17366,3
9,12646,1
4342,12592,3
1590,7891,3
1544,6002,3
756,4256,3
3074,3144,3
950,116380,3
1878,115119,3
2116,112987,3
3731,110506,3
101,106376,2
4274,105996,3
4209,101350,3
4336,96771,3
1579,92078,3
2222,90187,3
4342,87605,3
4252,82905,3
4005,78240,3
3855,73684,3
3901,69496,3
3907,65258,3
2977,61072,3
632,57771,3
3897,56814,3
3900,52598,3
3896,48375,3
2172,44157,3
1355,41608,3
3918,39965,3
3901,35728,3
3894,31502,3
7,27289,1
1401,27249,3
2144,25526,3
3896,23055,3
3898,18840,3
1318,14617,3
2356,13065,3
827,10388,3
15,9292,1
3031,9233,3
4364,5828,3
761,1093,3
90,91,1
2874,383485,3
3361,380251,3
635,376513,3
4354,375510,3
4387,370766,3
4242,366014,3
653,361412,3
3235,360362,3
4379,356734,3
4310,352002,3
2875,347315,3
1094,344056,3
4267,342624,3
4256,338017,3
4254,333398,3
502,328761,3
3526,327982,3
4445,324068,3
4350,319243,3
2562,314515,3
1438,311575,3
4410,309810,3
1949,305033,3
239,302820,2
1583,302360,3
3544,300426,3
187,296473,2
148,295965,2
3854,295563,3
4336,291349,3
4356,286633,3
10,281897,1
2207,281840,3
1487,279214,3
4342,277363,3
4376,272654,3
10,267906,1
4332,267834,3
10,263154,1
3880,262658,3
4177,258402,3
706,253705,3
3009,252822,3
533,249536,3
872,248825,3
663,247786,3
1349,246691,3
95,245021,1
4041,244793,3
4223,240403,3
4196,235794,3
191,231214,2
43,230820,1
3402,230283,3
4333,226536,3
4092,221799,3
4337,217350,3
4163,212653,3
4394,208104,3
4376,203342,3
1754,198636,3
2049,196500,3
4256,194087,3
4359,189464,3
2660,184729,3
1000,181501,3
4389,180139,3
4365,175382,3
4347,170649,3
2764,165589,3
773,162486,3
4276,161405,3
4385,156751,3
2182,152013,3
1603,149350,3
4369,147378,3
4255,142653,3
4275,138057,3
33,133430,1
3710,132956,3
4260,128832,3
4368,124209,3
1946,119471,3
62,117228,1
42,116980,1
57,116803,1
1360,116511,3
4129,114781,3
4349,110298,3
4342,105581,3
3721,100575,3
3958,96203,3
98,91869,1
3797,91481,3
106,87327,2
3909,86935,3
77,82682,1
3792,82339,3
103,78181,2
3936,77758,3
111,73462,2
3822,73054,3
74,68836,1
45,68505,1
3473,68038,3
106,64213,2
3902,63780,3
110,59521,2
3931,59112,3
120,54800,2
1244,54385,3
59,52778,1
131,52447,2
1222,51786,3
101,50189,2
3896,49751,3
106,45511,2
3942,45126,3
184,40818,2
3930,40302,3
10,36002,1
3935,35530,3
4363,31220,3
4383,26490,3
4360,21734,3
4275,17009,3
4400,12369,3
4151,7622,3
2639,2710,3
1011,196017,3
1507,194698,3
39,192923,1
2382,192697,3
4272,189953,3
1677,185342,3
2141,183079,3
4338,180585,3
4370,175897,3
3701,171145,3
94,166923,1
4367,166527,3
4378,161794,3
4368,157024,3
4237,152284,3
4408,147659,3
4391,142924,3
3031,138152,3
675,134683,3
4055,133682,3
3977,129308,3
3973,125003,3
3974,120715,3
3981,116426,3
3973,112121,3
3992,107840,3
497,10300,3
3084,9425,3
3984,6030,3
1618,1730,3
31,10800,1
1935,10668,3
3601,8427,3
31,10546,1
3986,10205,3
3968,5901,3
1519,1628,3
2199,10849,3
2871,8337,3
95,5089,1
585,10763,3
4206,9886,3
4326,5365,3
695,744,3
3307,10778,3
845,7113,3
523,5858,3
2304,10045,3
4279,7370,3
2717,2769,3
1310,10726,3
4244,9107,3
4402,36701,3
4419,31937,3
1000,27114,3
3098,25869,3
318,22397,3
3410,21520,3
4293,17736,3
4333,13054,3
2538,8354,3
1268,5282,3
3598,3649,3
120,303578,2
3703,302640,3
105,298577,2
9,298157,1
984,298107,3
100,296760,2
2068,296280,3
96,293901,1
3796,293502,3
108,289351,2
3983,288948,3
106,284606,2
3929,284205,3
123,279937,2
2161,279514,3
1058,276753,3
74,275334,1
3958,274983,3
110,270667,2
3950,270258,3
103,265923,2
3958,265525,3
71,261205,1
3743,260655,3
4246,256539,3
4276,251933,3
143,247296,2
4040,10780,3
1565,6362,3
2535,10512,3
4234,7602,3
10,3003,1
2889,2951,3
920,10749,3
4014,9128,3
4270,223930,3
4397,219299,3
2000,214537,3
1770,211939,3
4224,209808,3
4387,205222,3
3349,200474,3
339,196687,3
4168,195989,3
4348,191472,3
4223,186759,3
10,182160,1
4136,182106,3
4335,177604,3
4354,172911,3
4233,168195,3
3947,163192,3
4416,158889,3
4333,154080,3
4375,149379,3
4229,144639,3
4390,140026,3
3869,135272,3
4284,130675,3
4206,126021,3
4359,121450,3
1635,116726,3
2075,114568,3
4342,112103,3
4198,10196,3
3973,5625,3
788,854,3
2760,96764,3
4342,93648,3
4370,88950,3
1550,84192,3
1958,82005,3
4383,79707,3
4366,74977,3
4402,70241,3
4364,65474,3
4362,60743,3
2652,55988,3
41,53069,1
1029,52765,3
985,51379,3
2884,49936,3
4337,46732,3
1106,42020,3
478,10531,3
1964,9765,3
3432,7455,3
700,3830,3
2694,2760,3
1228,10743,3
2184,9202,3
1301,6264,3
4280,10572,3
1278,5909,3
2517,4107,3
207,1241,2
885,938,3
2915,10788,3
2160,7508,3
10,7145,1
1813,7091,3
3390,4924,3
309,897,3
103,235,2
111,108,2
2753,2820,3
646,10615,3
4217,9653,3
270,5068,2
3754,10514,3
1348,6393,3
2303,4522,3
752,1841,3
814,876,3
1999,10733,3
3374,8368,3
685,90153,3
4369,89161,3
4323,84385,3
4274,79702,3
4343,75053,3
1269,70309,3
8,68451,1
2396,68405,3
4344,65650,3
4224,60934,3
3472,56317,3
147,52256,2
4362,51751,3
4343,47025,3
4242,42297,3
4388,37672,3
4342,32908,3
4416,28193,3
3013,23375,3
820,19841,3
4391,18655,3
450,13887,3
43,13171,1
3449,12962,3
4239,9209,3
254,4608,2
3273,3789,3
143,179,2
3690,131440,3
3974,127440,3
3973,123144,3
3982,118852,3
3992,114556,3
3994,110249,3
2326,105923,3
1283,103228,3
3976,101633,3
3978,97342,3
3971,93046,3
1299,88775,3
2435,87128,3
3980,84384,3
3977,80090,3
3975,75793,3
188,71499,2
3661,70913,3
4373,66907,3
4352,62206,3
2512,57501,3
1208,54389,3
1723,52876,3
39,50878,1
1930,50526,3
3264,48235,3
42,44695,1
434,44502,3
4178,43745,3
4363,39220,3
4418,34494,3
4278,29749,3
2492,25112,3
1202,22051,3
4416,20547,3
4389,15764,3
4288,10961,3
199,6302,2
3729,5859,3
702,1738,3
771,808,3
1783,251676,3
4365,249512,3
4189,244816,3
4406,240262,3
4366,235491,3
4364,230759,3
3891,225607,3
4397,221358,3
4364,216596,3
2003,211862,3
1835,209293,3
4376,207074,3
4406,202338,3
362,197562,3
3607,196794,3
4373,192826,3
4383,188081,3
4263,183341,3
1410,178706,3
2407,176694,3
4427,173972,3
4142,169166,3
3670,164661,3
128,160459,2
4354,160007,3
4212,155291,3
4338,150716,3
1168,146019,3
2554,144357,3
4263,141439,3
4316,136819,3
4235,132113,3
4357,127511,3
4363,122787,3
4360,118050,3
896,113325,3
2766,111802,3
4371,108657,3
4273,103960,3
2126,99309,3
42,96921,1
1632,96732,3
4167,94751,3
9,90226,1
4314,90179,3
4229,85531,3
4215,80943,3
4295,76372,3
4362,71714,3
4100,66984,3
4348,62511,3
4353,57797,3
46,53033,1
3974,52877,3
4341,48558,3
4337,43857,3
4380,39125,3
4257,34383,3
4315,29748,3
4334,25047,3
4413,20335,3
204,15544,2
45,15142,1
3793,14987,3
242,10852,2
3893,10404,3
291,6149,2
3678,5653,3
266,1634,2
870,1154,3
45,48,1
2613,98021,3
236,94964,2
907,958,3
683,757,3
774,836,3
449,838,3
49,49,1
236,968,2
495,546,3
761,824,3
775,838,3
782,838,3
117,835,2
321,391,3
3925,85235,3
244,80941,2
3818,80480,3
9,76311,1
220,76263,2
3729,75848,3
292,71768,2
3660,71261,3
119,67201,2
3786,66906,3
256,62760,2
3859,62263,3
308,58072,3
3857,57564,3
281,53359,2
3739,52867,3
254,48782,2
8,48302,1
3821,48263,3
241,44099,2
3748,43649,3
215,39557,2
552,605,3
751,812,3
775,834,3
736,832,3
124,733,2
427,397,3
840,891,3
2164,33127,3
306,30590,3
3827,30070,3
257,25882,2
3764,25412,3
286,21247,2
3663,20745,3
323,16716,3
827,16182,3
2782,15122,3
275,11981,2
3875,11496,3
224,7229,2
3887,6793,3
298,2538,2
652,2020,3
764,1144,3
1738,136507,3
249,134392,2
2132,133929,3
44,131541,1
242,131362,2
586,814,3
269,848,2
337,331,3
861,907,3
772,849,3
776,837,3
138,855,2
352,382,3
3860,124734,3
329,120556,3
3863,120018,3
134,115746,2
3848,115424,3
275,111221,2
3862,110736,3
141,106535,2
3686,106204,3
55,102202,1
3756,102056,3
52,97987,1
3756,97848,3
53,93771,1
3766,93631,3
59,89558,1
3763,89404,3
55,85331,1
3774,85185,3
60,81107,1
3761,80950,3
40,76880,1
3765,76731,3
52,72654,1
3774,72515,3
55,68437,1
3776,68291,3
58,64206,1
3758,64055,3
53,59988,1
3775,59846,3
3841,55670,3
59,51519,1
3757,51364,3
57,47298,1
3760,47148,3
49,43079,1
40,42946,1
634,716,3
821,879,3
790,852,3
729,856,3
149,743,2
156,288,2
68,950,1
32,620,1
389,380,3
822,871,3
779,854,3
363,855,3
137,147,2
51,979,1
53,728,1
487,476,3
857,906,3
396,596,3
827,871,3
34,829,1
402,581,3
779,28669,3
2468,27658,3
4182,24801,3
4348,20258,3
4289,15566,3
4292,10903,3
4332,6234,3
669,1559,3
3380,266037,3
4366,262274,3
4272,257540,3
4367,252905,3
4363,248158,3
4227,243420,3
4341,238826,3
4352,234132,3
4312,229400,3
4378,224721,3
4350,219962,3
4360,215191,3
4238,210453,3
4366,205814,3
3777,201075,3
42,197037,1
103,196859,2
4215,196445,3
4341,191854,3
4176,187148,3
4332,182606,3
4249,177957,3
4298,173350,3
4379,168685,3
4339,163931,3
4258,159189,3
4351,154577,3
4319,149870,3
4218,145176,3
4266,140583,3
4354,135941,3
4165,131189,3
4339,126660,3
4362,121937,3
4213,117190,3
4164,112620,3
4278,108084,3
4404,103441,3
1389,98666,3
40,97012,1
2536,96838,3
4320,93964,3
4172,89244,3
4245,84717,3
4192,80112,3
4350,75554,3
4340,70835,3
4229,66135,3
4204,61529,3
3460,56954,3
42,53219,1
108,52868,2
127,52532,2
3925,52202,3
4220,47902,3
4100,43289,3
4342,38807,3
4377,34110,3
4200,29376,3
4277,24804,3
4319,20160,3
4220,15471,3
4332,10885,3
1203,6161,3
2979,4757,3
70,1424,1
840,1257,3
189,220,2
2608,116176,3
4181,113130,3
4105,108551,3
4222,104082,3
4232,99464,3
4322,94867,3
4367,90229,3
4372,85479,3
4259,80754,3
4340,76112,3
4367,71406,3
4245,66667,3
4381,62058,3
4408,57319,3
4377,52522,3
4417,47773,3
4352,42991,3
4365,38275,3
4124,33504,3
4338,29011,3
4369,24359,3
4277,19645,3
1388,15019,3
2701,13380,3
4271,10344,3
4249,5718,3
393,1098,3
411,476,3
2969,383583,3
4279,380251,3
4285,375627,3
4278,370999,3
4116,366318,3
4222,361833,3
4372,357242,3
4163,352495,3
4369,347963,3
4207,343250,3
4271,338663,3
4218,334039,3
4154,329433,3
4151,324920,3
3804,320380,3
52,316358,1
598,316162,3
839,315403,3
834,314398,3
834,313401,3
153,312361,2
394,311960,3
839,311402,3
832,310398,3
1290,309351,3
3889,307802,3
7,303627,1
5,303555,1
848,303410,3
826,302394,3
800,301366,3
669,300403,3
42,299491,1
798,299362,3
839,298403,3
53,297397,1
1705,297228,3
663,295250,3
3066,294410,3
3876,291063,3
3872,286890,3
3899,282734,3
3883,278544,3
3879,274357,3
3874,270192,3
454,266028,3
53,265397,1
554,265094,3
829,264373,3
776,263318,3
259,262373,2
91,261834,1
83,261565,1
813,261364,3
775,260318,3
812,259373,3
60,258381,1
148,490,2
104,85,2
83,966,1
631,681,3
726,758,3
712,759,3
719,846,3
87,937,1
125,542,2
136,182,2
908,938,3
764,811,3
777,849,3
477,249229,3
187,248396,2
434,247958,3
3168,247302,3
186,243775,2
3846,243332,3
226,239144,2
3875,238670,3
171,234385,2
3745,233959,3
199,229849,2
3875,229387,3
277,225180,2
3868,224641,3
98,220231,1
3944,219933,3
233,215637,2
3807,215147,3
184,210986,2
3874,210547,3
232,206312,2
3752,205826,3
241,201707,2
3746,201202,3
120,196798,2
3491,196281,3
4296,192396,3
4337,187741,3
4349,183032,3
4159,178309,3
4359,173771,3
4381,169040,3
4369,164300,3
4300,159565,3
4228,154891,3
4391,150265,3
4201,145493,3
85,140950,1
3914,140515,3
4341,136268,3
4296,131585,3
4255,126936,3
4222,122313,3
4398,117747,3
4353,112983,3
4369,108264,3
4228,103531,3
1478,98925,3
52,97195,1
311,96923,3
1592,96186,3
281,94220,2
3516,93575,3
4340,89702,3
4380,84999,3
4164,80244,3
4368,75698,3
4366,70961,3
4278,66229,3
4206,61583,3
3418,57019,3
82,53332,1
41,52872,1
96,52653,1
3642,52074,3
4314,48113,3
4152,43385,3
4348,38871,3
4221,34167,3
4382,29581,3
4384,24834,3
4366,20083,3
4110,15327,3
4347,10856,3
4372,6181,3
1371,1435,3
