cpu-id,start time(ms),width(us),actual state,predicted state,delta time(ms)
0,4874.075,52.0,2,2,0.532
0,4874.264,10.0,2,2,0.189
0,4874.348,9.0,2,2,0.084
0,4874.375,8.0,2,2,0.027
0,4874.523,184.0,2,3,0.148
0,4874.711,15.0,2,2,0.188
0,4874.762,444.0,2,4,0.051
0,4876.078,554.0,2,4,1.316
0,4876.737,106.0,4,3,0.659
0,4877.375,18.0,4,2,0.638
0,4877.441,59.0,4,2,0.066
0,4877.608,15.0,4,2,0.167
0,4877.7,14.0,4,2,0.092
0,4877.737,5.0,2,2,0.037
0,4877.842,250.0,2,3,0.105
0,4878.122,67.0,2,2,0.28
0,4878.204,8.0,2,2,0.082
0,4878.267,5.0,2,2,0.063
0,4878.286,8.0,2,2,0.019
0,4878.308,8.0,2,2,0.022
0,4878.328,4.0,2,2,0.02
0,4878.346,8.0,2,2,0.018
0,4878.366,5.0,2,2,0.02
0,4878.382,4.0,2,2,0.016
0,4878.436,4.0,2,2,0.054
0,4878.454,8.0,2,2,0.018
0,4878.476,8.0,2,2,0.022
0,4878.498,8.0,2,2,0.022
0,4878.518,4.0,2,2,0.02
0,4878.601,96.0,2,2,0.083
0,4878.701,12.0,2,2,0.1
0,4878.716,86.0,2,2,0.015
0,4878.831,69.0,2,2,0.115
0,4878.931,174.0,4,3,0.1
0,4879.417,16.0,4,2,0.486
0,4879.678,15.0,4,2,0.261
0,4879.712,85.0,4,2,0.034
0,4879.971,292.0,4,3,0.259
0,4880.31,79.0,4,2,0.339
0,4880.495,15.0,4,2,0.185
0,4880.576,13.0,4,2,0.081
0,4880.613,5.0,2,2,0.037
0,4880.63,4.0,2,2,0.017
0,4880.647,4.0,2,2,0.017
0,4880.663,4.0,2,2,0.016
0,4880.821,172.0,2,3,0.158
0,4881.022,74.0,2,2,0.201
0,4881.111,8.0,2,2,0.089
0,4881.178,6.0,2,2,0.067
0,4881.198,6.0,2,2,0.02
0,4881.218,7.0,2,2,0.02
0,4881.239,7.0,2,2,0.021
0,4881.26,7.0,2,2,0.021
0,4881.315,3.0,2,2,0.055
0,4881.333,6.0,2,2,0.018
0,4881.353,7.0,2,2,0.02
0,4881.375,6.0,2,2,0.022
0,4881.464,232.0,2,3,0.089
0,4881.724,77.0,2,2,0.26
0,4881.816,7.0,2,2,0.092
0,4881.876,4.0,2,2,0.06
0,4881.895,6.0,2,2,0.019
0,4881.915,7.0,2,2,0.02
0,4881.936,8.0,2,2,0.021
0,4881.958,7.0,2,2,0.022
0,4882.018,4.0,2,2,0.06
0,4882.036,7.0,2,2,0.018
0,4882.057,8.0,2,2,0.021
0,4882.079,7.0,2,2,0.022
0,4882.18,237.0,2,3,0.101
0,4882.442,80.0,2,2,0.262
0,4882.537,7.0,2,2,0.095
0,4882.598,4.0,2,2,0.061
0,4882.616,7.0,2,2,0.018
0,4882.634,4.0,2,2,0.018
0,4882.652,7.0,2,2,0.018
0,4882.67,4.0,2,2,0.018
0,4882.773,5.0,2,2,0.103
0,4882.792,6.0,2,2,0.019
0,4882.813,7.0,2,2,0.021
0,4882.83,5.0,2,2,0.017
0,4882.929,124.0,2,3,0.099
0,4883.875,230.0,2,3,0.946
0,4884.223,7.0,2,2,0.348
0,4886.212,498.0,2,4,1.989
0,4886.714,531.0,4,4,0.502
0,4887.417,321.0,3,4,0.703
0,4887.76,956.0,4,4,0.343
0,4888.754,533.0,3,4,0.994
0,4889.611,87.0,2,2,0.857
0,4889.711,95.0,4,2,0.1
0,4889.978,693.0,4,4,0.267
0,4891.424,303.0,4,4,1.446
0,4891.934,793.0,4,4,0.51
0,4892.759,114.0,4,3,0.825
0,4892.985,191.0,4,3,0.226
0,4896.792,312.0,4,4,3.807
0,4897.481,232.0,3,3,0.689
0,4897.736,807.0,4,4,0.255
0,4898.699,498.0,3,4,0.963
0,4899.256,58.0,3,2,0.557
0,4899.386,324.0,3,4,0.13
0,4899.779,509.0,3,4,0.393
0,4900.338,173.0,3,3,0.559
0,4900.802,13.0,1,2,0.464
0,4900.858,854.0,3,4,0.056
0,4901.745,150.0,2,3,0.887
0,4901.934,778.0,4,4,0.189
0,4902.737,259.0,3,3,0.803
0,4903.495,142.0,2,3,0.758
0,4903.707,36.0,2,2,0.212
0,4903.755,8.0,2,2,0.048
0,4903.775,9.0,2,2,0.02
0,4903.796,8.0,2,2,0.021
0,4903.864,10.0,2,2,0.068
0,4903.888,8.0,2,2,0.024
0,4903.908,8.0,2,2,0.02
0,4903.928,8.0,2,2,0.02
0,4903.948,9.0,2,2,0.02
0,4903.969,8.0,2,2,0.021
0,4904.101,18.0,1,2,0.132
0,4904.188,166.0,2,3,0.087
0,4904.369,7.0,2,2,0.181
0,4904.388,8.0,2,2,0.019
0,4904.408,8.0,2,2,0.02
0,4904.428,9.0,2,2,0.02
0,4904.449,8.0,2,2,0.021
0,4904.469,9.0,2,2,0.02
0,4904.526,9.0,2,2,0.057
0,4904.547,8.0,2,2,0.021
0,4904.567,9.0,2,2,0.02
0,4904.588,9.0,2,2,0.021
0,4904.609,8.0,2,2,0.021
0,4904.629,9.0,2,2,0.02
0,4904.779,105.0,2,3,0.15
0,4904.911,64.0,2,2,0.132
0,4904.988,8.0,2,2,0.077
0,4905.008,16.0,2,2,0.02
0,4905.074,10.0,2,2,0.066
0,4905.176,29.0,2,2,0.102
0,4905.234,26.0,2,2,0.058
0,4905.274,7.0,2,2,0.04
0,4905.293,8.0,2,2,0.019
0,4905.313,8.0,2,2,0.02
0,4905.331,289.0,2,3,0.018
0,4906.168,87.0,2,2,0.837
0,4906.465,242.0,2,3,0.297
0,4906.711,515.0,4,4,0.246
0,4908.225,115.0,4,3,1.514
0,4908.568,104.0,3,3,0.343
0,4908.78,939.0,4,4,0.212
0,4920.006,305.0,3,4,11.226
0,4920.571,111.0,4,3,0.565
0,4920.789,87.0,4,2,0.218
0,4920.973,66.0,4,2,0.184
0,4921.211,522.0,4,4,0.238
0,4921.789,330.0,4,4,0.578
0,4922.266,66.0,4,2,0.477
0,4923.268,133.0,4,3,1.002
0,4923.558,61.0,3,2,0.29
0,4923.929,71.0,2,2,0.371
0,4924.06,7.0,2,2,0.131
0,4924.139,37.0,2,2,0.079
0,4924.433,12.0,3,2,0.294
0,4924.576,61.0,3,2,0.143
0,4924.765,61.0,2,2,0.189
0,4924.857,19.0,2,2,0.092
0,4924.896,18.0,2,2,0.039
0,4925.302,18.0,2,2,0.406
0,4925.345,6.0,2,2,0.043
0,4925.417,59.0,2,2,0.072
0,4925.502,190.0,2,3,0.085
0,4935.397,314.0,2,4,9.895
0,4935.722,1043.0,4,4,0.325
0,4936.804,1142.0,4,4,1.082
0,4938.305,443.0,4,4,1.501
0,4939.547,69.0,4,2,1.242
0,4939.77,156.0,4,3,0.223
0,4940.57,157.0,4,3,0.8
0,4941.458,254.0,2,3,0.888
0,4941.867,212.0,3,3,0.409
0,4942.197,470.0,3,4,0.33
0,4946.558,99.0,2,2,4.361
0,4946.822,409.0,4,4,0.264
0,4947.285,107.0,3,3,0.463
0,4947.458,269.0,2,3,0.173
0,5003.128,87.0,4,2,55.67
0,5003.278,61.0,4,2,0.15
0,5003.417,1055.0,4,4,0.139
0,5004.908,93.0,2,2,1.491
0,5005.036,66.0,2,2,0.128
0,5005.178,69.0,2,2,0.142
0,5005.258,7.0,2,2,0.08
0,5005.276,12.0,2,2,0.018
0,5008.083,404.0,2,4,2.807
0,5008.58,34.0,2,2,0.497
0,5008.872,9.0,2,2,0.292
0,5008.897,10.0,2,2,0.025
0,5009.032,164.0,2,3,0.135
0,5009.237,66.0,2,2,0.205
0,5009.382,162.0,2,3,0.145
0,5009.759,67.0,4,2,0.377
0,5010.243,475.0,2,4,0.484
0,5010.804,37.0,2,2,0.561
0,5011.012,7.0,2,2,0.208
0,5011.03,8.0,2,2,0.018
0,5011.306,168.0,2,3,0.276
0,5011.509,59.0,2,2,0.203
0,5011.999,160.0,2,3,0.49
0,5012.196,66.0,2,2,0.197
0,5012.364,8.0,2,2,0.168
0,5012.383,8.0,2,2,0.019
0,5012.662,35.0,2,2,0.279
0,5012.7,149.0,2,3,0.038
0,5013.15,9.0,2,2,0.45
0,5013.172,9.0,2,2,0.022
0,5013.479,49.0,2,2,0.307
0,5013.565,23.0,2,2,0.086
0,5013.669,24.0,2,2,0.104
0,5013.704,11.0,2,2,0.035
0,5013.726,6.0,2,2,0.022
0,5013.743,7.0,2,2,0.017
0,5013.798,9.0,2,2,0.055
0,5013.818,7.0,2,2,0.02
0,5013.835,8.0,2,2,0.017
0,5013.853,7.0,2,2,0.018
0,5013.87,8.0,2,2,0.017
0,5013.967,7.0,1,2,0.097
0,5014.007,232.0,2,3,0.04
0,5014.262,58.0,2,2,0.255
0,5014.389,10.0,2,2,0.127
0,5014.409,8.0,2,2,0.02
0,5014.427,7.0,2,2,0.018
0,5014.444,7.0,2,2,0.017
0,5014.5,9.0,2,2,0.056
0,5014.52,7.0,2,2,0.02
0,5014.537,7.0,2,2,0.017
0,5014.554,7.0,2,2,0.017
0,5014.571,8.0,2,2,0.017
0,5014.665,34.0,2,2,0.094
0,5014.702,218.0,2,3,0.037
0,5014.947,67.0,2,2,0.245
0,5015.375,253.0,2,3,0.428
0,5015.661,31.0,2,2,0.286
0,5015.695,37.0,2,2,0.034
0,5015.8,9.0,2,2,0.105
0,5015.82,8.0,2,2,0.02
0,5015.862,10.0,2,2,0.042
0,5015.921,10.0,2,2,0.059
0,5015.941,7.0,2,2,0.02
0,5015.959,6.0,2,2,0.018
0,5015.976,7.0,2,2,0.017
0,5015.994,7.0,2,2,0.018
0,5016.084,40.0,2,2,0.09
0,5016.163,353.0,2,4,0.079
0,5016.541,61.0,2,2,0.378
0,5016.694,10.0,2,2,0.153
0,5016.716,7.0,2,2,0.022
0,5016.733,6.0,2,2,0.017
0,5016.75,8.0,2,2,0.017
0,5016.796,8.0,2,2,0.046
0,5016.815,7.0,2,2,0.019
0,5016.832,7.0,2,2,0.017
0,5016.849,8.0,2,2,0.017
0,5016.867,8.0,2,2,0.018
0,5016.951,250.0,2,3,0.084
0,5017.224,1.0,2,1,0.273
0,5017.249,29.0,2,2,0.025
0,5017.341,8.0,2,2,0.092
0,5017.359,8.0,2,2,0.018
0,5017.377,7.0,2,2,0.018
0,5017.395,7.0,2,2,0.018
0,5017.451,9.0,2,2,0.056
0,5017.471,7.0,2,2,0.02
0,5017.488,8.0,2,2,0.017
0,5017.506,8.0,2,2,0.018
0,5017.524,7.0,2,2,0.018
0,5017.609,77.0,2,2,0.085
0,5017.689,239.0,2,3,0.08
0,5017.952,151.0,2,3,0.263
0,5018.158,9.0,2,2,0.206
0,5018.177,7.0,2,2,0.019
0,5018.194,8.0,2,2,0.017
0,5018.212,7.0,2,2,0.018
0,5018.229,7.0,2,2,0.017
0,5018.285,12.0,3,2,0.056
0,5018.317,7.0,2,2,0.032
0,5018.335,7.0,2,2,0.018
0,5018.353,7.0,2,2,0.018
0,5018.437,194.0,2,3,0.084
0,5018.655,33.0,2,2,0.218
0,5018.691,98.0,2,2,0.036
0,5018.853,12.0,3,2,0.162
0,5018.899,13.0,3,2,0.046
0,5018.99,12.0,3,2,0.091
0,5019.023,11.0,3,2,0.033
0,5019.262,72.0,3,2,0.239
0,5019.38,80.0,3,2,0.118
0,5019.646,8.0,2,2,0.266
0,5019.666,8.0,2,2,0.02
0,5019.721,8.0,2,2,0.055
0,5019.839,171.0,2,3,0.118
0,5020.04,168.0,2,3,0.201
0,5020.27,9.0,2,2,0.23
0,5020.29,7.0,2,2,0.02
0,5020.309,8.0,2,2,0.019
0,5020.328,8.0,2,2,0.019
0,5020.347,8.0,2,2,0.019
0,5020.394,8.0,2,2,0.047
0,5020.614,84.0,2,2,0.22
0,5020.701,27.0,2,2,0.087
0,5020.757,29.0,2,2,0.056
0,5020.85,10.0,2,2,0.093
0,5020.871,7.0,2,2,0.021
0,5020.89,7.0,2,2,0.019
0,5020.909,8.0,2,2,0.019
0,5020.928,9.0,2,2,0.019
0,5020.975,7.0,2,2,0.047
0,5020.994,7.0,2,2,0.019
0,5021.012,8.0,2,2,0.018
0,5021.031,7.0,2,2,0.019
0,5021.049,10.0,2,2,0.018
0,5021.069,8.0,2,2,0.02
0,5021.179,260.0,2,3,0.11
0,5021.47,145.0,2,3,0.291
0,5021.699,21.0,2,2,0.229
0,5021.732,8.0,2,2,0.033
0,5021.751,8.0,2,2,0.019
0,5021.771,8.0,2,2,0.02
0,5021.842,79.0,2,2,0.071
0,5021.932,8.0,2,2,0.09
0,5021.951,12.0,2,2,0.019
0,5030.444,276.0,2,3,8.493
0,5030.732,208.0,2,3,0.288
0,5030.986,65.0,4,2,0.254
0,5031.47,182.0,4,3,0.484
0,5031.724,15.0,4,2,0.254
0,5031.749,75.0,4,2,0.025
0,5032.182,200.0,4,3,0.433
0,5032.447,69.0,4,2,0.265
0,5032.93,227.0,4,3,0.483
0,5033.216,85.0,4,2,0.286
0,5033.873,15.0,4,2,0.657
0,5033.935,58.0,4,2,0.062
0,5034.399,175.0,2,3,0.464
0,5034.616,23.0,2,2,0.217
0,5034.944,108.0,3,3,0.328
0,5035.508,9.0,2,2,0.564
0,5035.529,7.0,2,2,0.021
0,5035.547,7.0,2,2,0.018
0,5035.565,7.0,2,2,0.018
0,5035.583,7.0,2,2,0.018
0,5035.641,10.0,2,2,0.058
0,5035.662,7.0,2,2,0.021
0,5035.679,29.0,1,2,0.017
0,5035.798,305.0,2,4,0.119
0,5036.131,175.0,2,3,0.333
0,5036.403,16.0,4,2,0.272
0,5036.457,14.0,4,2,0.054
0,5036.54,14.0,4,2,0.083
0,5036.656,252.0,4,3,0.116
0,5036.996,126.0,3,3,0.34
0,5037.305,11.0,3,2,0.309
0,5037.351,14.0,3,2,0.046
0,5037.494,175.0,3,3,0.143
0,5037.719,149.0,3,3,0.225
0,5037.993,13.0,3,2,0.274
0,5038.076,13.0,3,2,0.083
0,5038.197,233.0,3,3,0.121
0,5038.47,92.0,3,2,0.273
0,5038.631,11.0,2,2,0.161
0,5038.654,9.0,2,2,0.023
0,5039.263,460.0,4,4,0.609
0,5039.767,285.0,4,3,0.504
0,5040.766,233.0,4,3,0.999
0,5041.12,593.0,4,4,0.354
0,5041.786,19.0,4,2,0.666
0,5041.975,279.0,4,3,0.189
0,5042.505,101.0,3,3,0.53
0,5042.738,351.0,4,4,0.233
0,5043.15,92.0,4,2,0.412
0,5043.652,12.0,2,2,0.502
0,5053.797,104.0,4,3,10.145
0,5054.076,254.0,4,3,0.279
0,5056.072,83.0,4,2,1.996
0,5057.057,659.0,4,4,0.985
0,5057.759,664.0,4,4,0.702
0,5058.578,139.0,3,3,0.819
0,5058.737,164.0,4,3,0.159
0,5059.296,78.0,4,2,0.559
0,5059.522,190.0,3,3,0.226
0,5059.738,75.0,4,2,0.216
0,5060.032,128.0,4,3,0.294
0,5060.218,9.0,2,2,0.186
0,5060.239,8.0,2,2,0.021
0,5061.99,1154.0,4,4,1.751
0,5063.328,390.0,4,4,1.338
0,5063.74,990.0,4,4,0.412
0,5064.764,956.0,4,4,1.024
0,5065.778,936.0,4,4,1.014
0,5066.865,216.0,4,3,1.087
0,5067.145,14.0,4,2,0.28
0,5067.29,426.0,3,4,0.145
0,5067.765,127.0,2,3,0.475
0,5067.951,326.0,4,4,0.186
0,5068.421,289.0,3,3,0.47
0,5068.726,281.0,3,3,0.305
0,5069.113,598.0,4,4,0.387
0,5069.762,393.0,3,4,0.649
0,5070.209,70.0,4,2,0.447
0,5070.45,270.0,3,3,0.241
0,5070.735,418.0,3,4,0.285
0,5071.234,11.0,2,2,0.499
0,5071.271,63.0,4,2,0.037
0,5071.407,137.0,3,3,0.136
0,5071.571,139.0,3,3,0.164
0,5071.736,603.0,3,4,0.165
0,5072.391,322.0,3,4,0.655
0,5072.729,162.0,4,3,0.338
0,5073.581,148.0,4,3,0.852
0,5073.75,95.0,4,2,0.169
0,5073.894,698.0,4,4,0.144
0,5074.651,41.0,2,2,0.757
0,5074.697,14.0,4,2,0.046
0,5074.73,465.0,4,4,0.033
0,5075.572,80.0,2,2,0.842
0,5075.757,96.0,4,2,0.185
0,5076.051,119.0,4,3,0.294
0,5076.296,190.0,3,3,0.245
0,5076.654,51.0,2,2,0.358
0,5076.709,82.0,2,2,0.055
0,5076.818,894.0,4,4,0.109
0,5077.731,146.0,2,3,0.913
0,5077.93,782.0,4,4,0.199
0,5078.78,194.0,2,3,0.85
0,5079.02,97.0,4,2,0.24
0,5079.174,61.0,4,2,0.154
0,5079.307,363.0,4,4,0.133
0,5079.807,124.0,3,3,0.5
0,5080.883,652.0,3,4,1.076
0,5081.576,139.0,3,3,0.693
0,5081.739,103.0,4,3,0.163
0,5081.88,794.0,4,4,0.141
0,5082.858,401.0,4,4,0.978
0,5083.315,71.0,3,2,0.457
0,5083.453,259.0,3,3,0.138
0,5083.728,160.0,2,3,0.275
0,5083.937,809.0,4,4,0.209
0,5084.86,109.0,2,3,0.923
0,5085.018,727.0,4,4,0.158
0,5085.803,270.0,3,3,0.785
0,5086.156,586.0,4,4,0.353
0,5086.784,344.0,3,4,0.628
0,5087.318,429.0,4,4,0.534
0,5087.804,1310.0,4,4,0.486
0,5089.161,564.0,4,4,1.357
0,5089.784,758.0,4,4,0.623
0,5090.677,84.0,4,2,0.893
0,5090.777,197.0,4,3,0.1
0,5091.459,294.0,4,3,0.682
0,5091.798,69.0,4,2,0.339
0,5092.08,76.0,4,2,0.282
0,5092.321,232.0,4,3,0.241
0,5092.641,64.0,4,2,0.32
0,5092.839,122.0,4,3,0.198
0,5096.23,357.0,4,4,3.391
0,5096.79,65.0,4,2,0.56
0,5097.371,102.0,4,3,0.581
0,5097.981,53.0,2,2,0.61
0,5098.097,90.0,2,2,0.116
0,5098.505,191.0,2,3,0.408
0,5098.7,47.0,2,2,0.195
0,5098.767,135.0,2,3,0.067
0,5099.37,231.0,4,3,0.603
0,5099.953,483.0,4,4,0.583
0,5100.81,394.0,4,4,0.857
0,5101.582,133.0,3,3,0.772
0,5101.741,973.0,4,4,0.159
0,5102.786,322.0,4,4,1.045
0,5103.141,80.0,4,2,0.355
0,5103.274,81.0,4,2,0.133
0,5103.425,288.0,3,3,0.151
0,5103.729,58.0,3,2,0.304
0,5103.812,395.0,3,4,0.083
0,5104.244,466.0,3,4,0.432
0,5104.726,637.0,4,4,0.482
0,5105.508,207.0,3,3,0.782
0,5105.752,73.0,4,2,0.244
0,5105.867,501.0,4,4,0.115
0,5107.029,110.0,4,3,1.162
0,5107.192,70.0,4,2,0.163
0,5107.346,363.0,4,4,0.154
0,5107.747,912.0,4,4,0.401
0,5108.823,90.0,4,2,1.076
0,5109.071,159.0,4,3,0.248
0,5109.3,130.0,3,3,0.229
0,5109.592,100.0,2,2,0.292
0,5109.695,11.0,2,2,0.103
0,5109.897,61.0,3,2,0.202
0,5120.106,101.0,4,3,10.209
0,5120.487,86.0,3,2,0.381
0,5120.623,82.0,2,2,0.136
0,5120.715,1043.0,4,4,0.092
0,5121.859,739.0,4,4,1.144
0,5124.031,71.0,4,2,2.172
0,5124.793,483.0,4,4,0.762
0,5125.331,116.0,4,3,0.538
0,5125.598,96.0,2,2,0.267
0,5125.794,136.0,3,3,0.196
0,5126.161,103.0,3,3,0.367
0,5126.435,38.0,2,2,0.274
0,5134.05,21.0,4,2,7.615
0,5134.105,110.0,4,3,0.055
0,5134.365,83.0,3,2,0.26
0,5134.507,200.0,2,3,0.142
0,5134.711,413.0,2,4,0.204
0,5135.368,346.0,4,4,0.657
0,5135.757,219.0,3,3,0.389
0,5136.074,158.0,2,3,0.317
0,5136.467,244.0,3,3,0.393
0,5136.732,779.0,3,4,0.265
0,5137.572,142.0,3,3,0.84
0,5137.734,778.0,4,4,0.162
0,5138.666,85.0,4,2,0.932
0,5138.786,16.0,4,2,0.12
0,5138.875,300.0,4,3,0.089
0,5139.242,75.0,4,2,0.367
0,5139.395,339.0,4,4,0.153
0,5139.793,1925.0,4,4,0.398
0,5141.737,291.0,4,3,1.944
0,5142.271,89.0,3,2,0.534
0,5142.536,66.0,2,2,0.265
0,5142.737,62.0,4,2,0.201
0,5145.587,105.0,2,3,2.85
0,5145.695,17.0,4,2,0.108
0,5145.839,75.0,4,2,0.144
0,5145.982,629.0,4,4,0.143
0,5146.726,399.0,4,4,0.744
0,5147.182,61.0,3,2,0.456
0,5147.378,119.0,3,3,0.196
0,5147.663,31.0,2,2,0.285
0,5147.724,987.0,4,4,0.061
0,5148.792,918.0,4,4,1.068
0,5149.725,90.0,2,2,0.933
0,5149.839,716.0,4,4,0.114
0,5150.677,41.0,2,2,0.838
0,5150.722,162.0,2,3,0.045
0,5150.933,294.0,4,3,0.211
0,5151.31,65.0,3,2,0.377
0,5151.451,260.0,3,3,0.141
0,5151.729,238.0,2,3,0.278
0,5152.006,736.0,4,4,0.277
0,5152.806,249.0,2,3,0.8
0,5153.118,624.0,4,4,0.312
0,5153.786,382.0,3,4,0.668
0,5154.251,461.0,4,4,0.465
0,5154.745,458.0,3,4,0.494
0,5155.472,239.0,3,3,0.727
0,5155.738,237.0,4,3,0.266
0,5156.475,20.0,2,2,0.737
0,5156.546,167.0,3,3,0.071
0,5156.74,822.0,4,4,0.194
0,5157.673,16.0,2,2,0.933
0,5157.692,1019.0,4,4,0.019
0,5158.852,71.0,4,2,1.16
0,5162.475,81.0,4,2,3.623
0,5162.814,279.0,4,3,0.339
0,5163.149,63.0,4,2,0.335
0,5163.283,117.0,4,3,0.134
0,5163.784,109.0,4,3,0.501
0,5164.427,284.0,3,3,0.643
0,5165.117,316.0,4,4,0.69
0,5165.814,333.0,4,4,0.697
0,5166.503,211.0,3,3,0.689
0,5166.734,79.0,4,2,0.231
0,5167.447,268.0,3,3,0.713
0,5167.733,104.0,4,3,0.286
0,5167.986,513.0,4,4,0.253
0,5168.805,906.0,4,4,0.819
0,5169.784,976.0,4,4,0.979
0,5170.79,521.0,4,4,1.006
0,5171.387,75.0,4,2,0.597
0,5171.548,187.0,4,3,0.161
0,5171.79,162.0,4,3,0.242
0,5172.015,538.0,4,4,0.225
0,5172.614,115.0,2,3,0.599
0,5172.733,340.0,3,4,0.119
0,5173.131,404.0,4,4,0.398
0,5173.841,11.0,3,2,0.71
0,5173.962,201.0,2,3,0.121
0,5174.199,15.0,4,2,0.237
0,5174.512,211.0,3,3,0.313
0,5174.744,12.0,3,2,0.232
0,5174.78,386.0,3,4,0.036
0,5175.594,96.0,2,2,0.814
0,5175.694,69.0,4,2,0.1
0,5175.982,75.0,3,2,0.288
0,5176.135,139.0,3,3,0.153
0,5176.458,38.0,2,2,0.323
0,5176.558,152.0,3,3,0.1
0,5176.739,232.0,3,3,0.181
0,5177.027,412.0,3,4,0.288
0,5177.505,97.0,2,2,0.478
0,5177.63,57.0,2,2,0.125
0,5177.69,72.0,4,2,0.06
0,5177.795,900.0,3,4,0.105
0,5178.781,507.0,4,4,0.986
0,5179.345,74.0,3,2,0.564
0,5179.491,218.0,3,3,0.146
0,5179.762,63.0,2,2,0.271
0,5179.87,74.0,3,2,0.108
0,5180.221,124.0,2,3,0.351
0,5180.483,13.0,3,2,0.262
0,5180.651,69.0,2,2,0.168
0,5180.8,49.0,2,2,0.149
0,5180.964,64.0,4,2,0.164
0,5181.069,59.0,4,2,0.105
0,5181.298,66.0,2,2,0.229
0,5181.367,321.0,2,4,0.069
0,5181.691,76.0,3,2,0.324
0,5181.787,221.0,2,3,0.096
0,5182.03,657.0,2,4,0.243
0,5182.69,269.0,3,3,0.66
0,5183.358,172.0,4,3,0.668
0,5183.818,329.0,3,4,0.46
0,5184.511,105.0,4,3,0.693
0,5185.057,16.0,4,2,0.546
0,5185.503,14.0,4,2,0.446
0,5185.549,12.0,3,2,0.046
0,5185.732,59.0,4,2,0.183
0,5185.834,13.0,3,2,0.102
0,5185.934,37.0,2,2,0.1
0,5185.998,595.0,2,4,0.064
0,5186.613,97.0,2,2,0.615
0,5188.56,58.0,2,2,1.947
0,5188.733,44.0,2,2,0.173
0,5189.421,46.0,2,2,0.688
0,5190.748,26.0,2,2,1.327
0,5190.814,0.0,2,0,0.066
0,5196.049,2.0,2,1,5.235
0,5196.092,40.0,2,2,0.043
0,5196.245,342.0,2,4,0.153
0,5196.628,75.0,2,2,0.383
0,5196.706,10.0,2,2,0.078
0,5196.735,5.0,2,2,0.029
0,5196.755,6.0,2,2,0.02
0,5196.774,8.0,2,2,0.019
0,5196.795,8.0,2,2,0.021
0,5196.817,8.0,2,2,0.022
0,5196.908,4.0,2,2,0.091
0,5196.926,7.0,2,2,0.018
0,5196.946,8.0,2,2,0.02
0,5197.126,167.0,2,3,0.18
0,5197.322,73.0,2,2,0.196
0,5197.41,7.0,2,2,0.088
0,5197.431,6.0,2,2,0.021
0,5197.447,5.0,2,2,0.016
0,5197.466,8.0,2,2,0.019
0,5197.486,7.0,2,2,0.02
0,5197.503,5.0,2,2,0.017
0,5197.561,4.0,2,2,0.058
0,5197.579,7.0,2,2,0.018
0,5197.599,7.0,2,2,0.02
0,5197.619,7.0,2,2,0.02
0,5197.636,5.0,2,2,0.017
0,5197.654,7.0,2,2,0.018
0,5197.804,192.0,2,3,0.15
0,5198.019,76.0,2,2,0.215
0,5198.109,7.0,2,2,0.09
0,5198.129,7.0,2,2,0.02
0,5198.149,8.0,2,2,0.02
0,5198.171,7.0,2,2,0.022
0,5198.192,6.0,2,2,0.021
0,5198.251,5.0,2,2,0.059
0,5198.27,7.0,2,2,0.019
0,5198.29,8.0,2,2,0.02
0,5198.311,8.0,2,2,0.021
0,5198.328,6.0,2,2,0.017
0,5198.347,7.0,2,2,0.019
0,5198.472,223.0,2,3,0.125
0,5198.699,204.0,2,3,0.227
0,5198.935,133.0,2,3,0.236
0,5199.209,21.0,2,2,0.274
0,5199.263,16.0,4,2,0.054
0,5199.362,6.0,2,2,0.099
0,5199.383,7.0,2,2,0.021
0,5199.534,157.0,2,3,0.151
0,5199.695,12.0,2,2,0.161
0,5199.744,16.0,2,2,0.049
0,5199.776,5.0,2,2,0.032
0,5199.796,6.0,2,2,0.02
0,5199.817,6.0,2,2,0.021
0,5199.837,7.0,2,2,0.02
0,5199.86,5.0,2,2,0.023
0,5199.927,4.0,2,2,0.067
0,5199.946,6.0,2,2,0.019
0,5199.966,6.0,2,2,0.02
0,5199.986,7.0,2,2,0.02
0,5200.007,7.0,2,2,0.021
0,5200.139,162.0,2,3,0.132
0,5200.33,91.0,2,2,0.191
0,5200.447,225.0,2,3,0.117
0,5200.708,16.0,4,2,0.261
0,5200.751,14.0,4,2,0.043
0,5200.853,12.0,4,2,0.102
0,5200.889,13.0,4,2,0.036
0,5201.047,86.0,2,2,0.158
0,5201.161,71.0,2,2,0.114
0,5201.248,15.0,4,2,0.087
0,5201.285,15.0,4,2,0.037
0,5201.37,6.0,2,2,0.085
0,5201.39,6.0,2,2,0.02
0,5201.41,7.0,2,2,0.02
0,5201.431,7.0,2,2,0.021
0,5201.452,7.0,2,2,0.021
0,5201.604,97.0,2,2,0.152
0,5201.704,105.0,2,3,0.1
0,5201.844,18.0,2,2,0.14
0,5201.877,6.0,2,2,0.033
0,5201.897,7.0,2,2,0.02
0,5201.917,8.0,2,2,0.02
0,5201.938,7.0,2,2,0.021
0,5201.959,7.0,2,2,0.021
0,5202.026,6.0,2,2,0.067
0,5202.046,7.0,2,2,0.02
0,5202.066,7.0,2,2,0.02
0,5202.087,7.0,2,2,0.021
0,5202.108,6.0,2,2,0.021
0,5202.255,245.0,2,3,0.147
0,5202.561,19.0,2,2,0.306
0,5202.605,4.0,2,2,0.044
0,5202.624,5.0,2,2,0.019
0,5202.643,7.0,2,2,0.019
0,5202.664,6.0,2,2,0.021
